Gene	3487863B11	3487863B7	5002497A10_merged	5002497A10	5002497A8	5016492A2	5016492A7	5020323_merged	5020323	5033367A3_merged	5033367A3	5033367A9	5046835B3	5046835B4	5081237A2	5081237A8	5092612	5116685_merged	5116685	5128646	FFPE_BRA_5002497A10-2_S3	FFPE_BRA_5020323-1_S4	FFPE_BRA_5033367A3-2_S1	FFPE_BRA_5116685-1_S6
HUERSP1_20p11.21	0	0	3	3	0	5	0	0	0	0	0	17	0	0	1	0	2	0	0	6	0	0	0	0
HUERSP1_2q11.2	0	0	0	0	0	0	1	0	0	10	6	0	0	0	0	0	12	1	1	0	0	0	4	0
HUERSP1_2q12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HUERSP1_2q32.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_2q35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_3q26.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HUERSP1_4p15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_6q27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_7p13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HUERSP2_6q12	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
HUERSP2_7q31.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_9p21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_18q12.2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	40	2	2	0	0	0	4	0
HUERSP3_18q23	0	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
HUERSP3_21q21.2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_2p13.3	0	7	0	0	2	37	3	7	1	7	7	0	1	0	0	6	41	0	0	6	0	6	0	0
HUERSP3_6q22.31	0	1	11	9	10	6	5	2	2	4	2	32	0	0	0	0	11	3	0	24	2	0	2	3
HUERSP3_7q11.21b	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
HUERSP3_8p11.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_8p11.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_8q12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_Yq11.223d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_18q21.1	0	3	0	0	0	0	1	2	2	0	0	0	0	0	0	0	22	0	0	5	0	0	0	0
HUERSP3B_1p33a	0	5	0	0	5	33	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0
HUERSP3B_1p33b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	1	0
HUERSP3B_1p34.2a	0	0	2	2	1	16	0	0	0	5	5	0	13	25	0	3	6	1	0	9	0	0	0	1
HUERSP3B_3q23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HUERSP3B_6p25.1	0	0	6	0	0	5	2	0	0	9	7	0	16	0	0	0	10	0	0	2	6	0	2	0
HUERSP3B_9p13.3b	0	2	0	0	0	10	0	2	0	0	0	9	0	22	0	5	15	0	0	2	0	2	0	0
LTR19_12q21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_14q21.2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_6q25.3b	0	3	1	0	2	15	10	2	2	0	0	14	25	0	1	0	44	3	3	3	1	0	0	0
LTR19_Xq27.2a	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0
LTR19_Xq27.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_Xq27.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR23_7q11.23a	0	8	0	0	0	26	0	0	0	65	55	15	12	0	0	0	75	0	0	3	0	0	10	0
LTR23_7q11.23b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR23_Xp11.21	0	1	1	0	0	0	0	3	0	8	8	0	0	0	0	0	0	0	0	0	1	3	0	0
LTR25_11p14.1	0	6	6	5	7	30	17	1	0	28	20	0	5	23	0	0	82	1	0	14	1	1	8	1
LTR25_14q21.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_18q23	0	3	0	0	0	5	3	4	0	0	0	0	7	0	0	0	12	0	0	5	0	4	0	0
LTR25_19p12a	0	0	0	0	0	16	0	4	1	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0
LTR25_19p12b	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0
LTR25_19p12f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_19q13.11	0	2	0	0	4	19	2	0	0	1	0	13	0	0	0	0	14	0	0	0	0	0	1	0
LTR25_21p11.2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_21q22.11	0	0	0	0	0	0	1	0	0	12	12	0	0	0	0	0	5	0	0	0	0	0	0	0
LTR25_3q12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_5q21.1a	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	1	0
LTR25_Xq21.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LTR25_Yq11.222h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_Yq11.223c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_Yq11.23o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR46_7q21.13	0	6	0	0	0	12	0	0	0	6	6	2	41	0	0	0	51	0	0	39	0	0	0	0
LTR57_13q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR57_14q22.1	0	0	0	0	1	0	6	0	0	8	8	0	0	41	0	0	6	0	0	1	0	0	0	0
LTR57_6p22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR57_8q11.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_12p13.31b	0	3	3	3	3	18	3	6	1	8	5	0	32	0	0	0	19	13	2	2	0	5	3	11
MER101_14q21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_14q32.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_15q11.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_18q21.1a	0	0	4	0	0	5	1	0	0	0	0	0	0	0	0	6	29	0	0	5	4	0	0	0
MER101_1p22.2b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_1p31.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_2p16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
MER101_2q14.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_3p22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_7q11.21c	0	0	0	0	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_7q22.1b	0	0	0	0	0	20	0	0	0	3	3	0	0	0	1	0	16	1	1	1	0	0	0	0
MER101_Xq23b	0	4	10	5	9	33	14	0	0	48	45	3	19	30	0	0	144	0	0	9	5	0	3	0
MER34B_3q11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER34B_3q23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MER34B_6q14.2	0	2	0	0	0	0	0	5	0	6	0	0	0	0	0	0	9	0	0	0	0	5	6	0
MER34B_7q11.23c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER34B_7q11.23d	0	0	0	0	0	1	2	0	0	18	17	0	6	0	0	0	5	0	0	0	0	0	1	0
MER34B_8p23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER34B_9q22.31a	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
MER34B_Xp11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_1_KI270706v1_random	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
MER4_10q11.22b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_10q22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_10q23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_10q23.31a	0	0	0	0	0	14	0	1	1	2	0	0	7	0	0	0	71	0	0	4	0	0	2	0
MER4_10q23.31b	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_11p15.4b	0	0	0	0	0	0	0	0	0	14	14	10	0	0	0	0	0	0	0	0	0	0	0	0
MER4_11q12.1b	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
MER4_11q21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_11q21c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_11q21d	0	0	7	7	0	21	0	0	0	11	8	0	0	0	0	0	0	1	1	0	0	0	3	0
MER4_11q21f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_11q22.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_12p11.21	0	0	5	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0
MER4_12p12.1	0	3	0	0	0	4	1	3	3	18	18	6	4	0	3	0	7	0	0	2	0	0	0	0
MER4_12q12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
MER4_12q12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_12q13.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_12q15b	0	1	0	0	0	0	1	0	0	8	7	17	0	0	0	0	0	0	0	0	0	0	1	0
MER4_12q15c	0	5	0	0	0	0	3	0	0	0	0	5	0	0	0	0	14	0	0	0	0	0	0	0
MER4_12q22a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_13q12.12c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MER4_13q31.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
MER4_14_GL000009v2_random	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q23.3	0	0	0	0	0	0	8	4	0	2	0	5	0	0	0	0	12	0	0	0	0	4	2	0
MER4_14q24.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q24.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MER4_14q32.31b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q32.33b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_15q21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_16q23.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_16q24.1	0	0	2	0	0	8	3	3	0	1	0	0	0	0	0	0	52	4	0	4	2	3	1	4
MER4_18q21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_19q13.41b	0	0	0	0	0	5	5	0	0	1	0	0	8	0	0	0	1	0	0	0	0	0	1	0
MER4_1p13.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
MER4_1p33a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_1p36.12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_1p36.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MER4_1q21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_1q23.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MER4_1q25.1a	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
MER4_1q41b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_20p11.21b	0	0	0	0	3	18	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MER4_20p13a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_21q22.3b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_22p11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_2p11.2c	0	3	5	5	1	16	0	3	3	0	0	0	0	0	12	0	28	0	0	0	0	0	0	0
MER4_2p11.2d	0	0	0	0	0	0	0	1	1	0	0	12	13	0	0	0	3	0	0	0	0	0	0	0
MER4_2q11.2a	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
MER4_2q14.1a	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
MER4_2q36.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_3p24.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_3q13.31	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_3q26.1a	0	0	5	0	6	3	0	0	0	0	0	17	0	0	0	0	0	0	0	6	5	0	0	0
MER4_3q29e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4_GL000008v2_random	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q13.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
MER4_4q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q23b	0	0	2	0	3	7	0	0	0	20	16	3	0	0	0	0	0	0	0	2	2	0	4	0
MER4_4q25b	0	0	0	0	1	13	4	0	0	6	3	0	0	0	0	0	21	1	0	0	0	0	3	1
MER4_4q26a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	1
MER4_4q28.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q28.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q28.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q28.3a	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MER4_4q31.3b	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
MER4_4q32.1a	0	0	0	0	0	0	0	0	0	10	8	7	0	0	0	0	0	0	0	0	0	0	2	0
MER4_4q32.1c	0	0	0	0	0	6	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q34.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_4q34.2a	0	0	0	0	0	4	0	0	0	13	13	2	0	0	0	0	1	0	0	0	0	0	0	0
MER4_5p14.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_5q12.3a	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
MER4_5q14.1	0	3	3	0	0	3	1	1	1	0	0	0	0	0	0	0	23	1	0	0	3	0	0	1
MER4_5q35.3a	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MER4_6p22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_6q14.3a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	9	0	1	0	0
MER4_6q16.1a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_7p11.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_7p11.2d	0	0	0	0	0	2	0	2	0	16	14	0	0	0	0	0	1	0	0	0	0	1	2	0
MER4_7p12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_7p13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_7q21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
MER4_7q31.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_9p13.3b	0	0	0	0	4	0	4	1	0	1	1	1	0	0	0	0	24	6	0	4	0	1	0	6
MER4_9p21.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
MER4_9q22.33	0	9	13	4	0	8	5	3	3	21	19	12	0	0	0	6	38	0	0	3	9	0	2	0
MER4_9q31.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_9q34.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Un_KI270743v1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xp22.12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xp22.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
MER4_Xp22.2d	0	0	0	0	0	15	0	1	2	0	0	0	0	39	0	0	64	0	0	1	0	0	0	0
MER4_Xq11.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xq21.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
MER4_Xq21.1k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xq21.31n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xq21.33a	0	1	0	0	22	23	0	2	0	3	0	0	0	27	0	0	0	0	0	3	0	2	3	0
MER4_Xq22.1e	0	5	0	0	1	18	1	3	2	3	2	0	22	26	0	0	27	0	0	9	0	1	1	0
MER4_Xq24c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xq27.3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Xq27.3h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_Yp11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_10q23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_11p14.1a	0	1	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_11p15.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_11p15.4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
MER41_11p15.5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_11q13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_11q14.1a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_12p11.23a	0	2	5	2	12	12	8	6	2	60	45	21	0	0	0	2	28	12	2	0	2	4	16	10
MER41_12q13.11	0	0	2	2	1	54	7	3	0	0	0	18	7	41	0	2	151	0	0	6	0	3	0	0
MER41_14q13.1	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	18	2	0	0	0	0	0	2
MER41_14q32.11a	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_15q13.3	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
MER41_15q14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MER41_16q21	0	0	3	0	3	38	4	16	3	8	6	29	18	1	0	1	72	1	0	24	3	13	2	1
MER41_17q21.32b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_19p12c	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_19q13.2c	0	6	0	0	2	0	2	0	0	5	5	0	0	0	0	0	44	0	0	0	0	0	0	0
MER41_1q24.2	0	1	0	0	0	4	2	0	0	1	1	0	0	0	0	0	11	0	0	0	0	0	0	0
MER41_1q32.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_2p11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
MER41_2p12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_2q31.2	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0
MER41_2q32.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_3q21.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_4p15.2	0	0	5	5	0	12	4	0	0	17	15	0	0	0	6	0	26	1	1	12	0	0	2	0
MER41_4p15.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_4q23c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_4q28.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_5q31.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_5q34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_6p22.3	0	0	0	0	3	22	3	7	4	8	4	0	6	0	5	0	49	0	0	0	0	3	4	0
MER41_6p24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_6q23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7p11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7q11.21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7q11.21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7q11.21d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MER41_7q11.21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7q21.13	0	2	0	0	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7q22.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_7q34a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_8p11.22	0	1	0	0	0	10	0	1	1	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0
MER41_9q22.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_9q33.3	0	0	0	0	0	13	0	0	0	0	0	0	6	0	0	0	9	2	1	3	0	0	0	1
MER41_Xp11.21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_Xp11.21g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_Xq21.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER41_Xq28c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4B_10q23.31b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
MER4B_11q13.2	0	0	0	0	0	1	3	1	1	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0
MER4B_11q22.3a	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4B_11q22.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
