Gene	3487863B11	3487863B7	5002497A10_merged	5002497A10	5002497A8	5016492A2	5016492A7	5020323_merged	5020323	5033367A3_merged	5033367A3	5033367A9	5046835B3	5046835B4	5081237A2	5081237A8	5092612	5116685_merged	5116685	5128646	FFPE_BRA_5002497A10-2_S3	FFPE_BRA_5020323-1_S4	FFPE_BRA_5033367A3-2_S1	FFPE_BRA_5116685-1_S6
HML3_Xq23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.221a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.221b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.221c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.222c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.223b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.223f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_Yq11.223g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_12q13.3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_16p13.3	0	8	24	10	22	167	28	12	5	48	36	63	24	95	0	0	303	5	1	40	15	7	12	4
HML4_17q21.31	9	5	20	11	1	83	26	19	6	161	134	61	1	0	23	13	190	6	3	26	9	13	27	3
HML4_19p12	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_1q43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_3q26.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_7q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_11q21	0	0	0	0	0	0	0	0	0	22	20	0	0	0	0	0	0	0	0	0	0	0	2	0
HML5_11q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_12q12a	14	2	13	4	9	33	5	4	3	1	1	9	12	0	0	0	115	4	0	5	9	1	0	4
HML5_13q21.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_13q33.1	0	0	3	3	0	0	0	2	2	0	0	0	8	8	3	0	14	2	2	22	0	0	0	0
HML5_15q14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
HML5_15q21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_16p11.2	0	0	2	2	4	8	0	4	0	24	15	0	6	37	0	0	50	0	0	4	0	4	9	0
HML5_18q12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_19p12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_19p12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_19p12d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0
HML5_19q13.2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	3	0
HML5_1q22	0	0	10	7	2	17	8	0	0	14	4	15	0	0	0	0	7	0	1	4	3	0	10	0
HML5_1q42.12	0	0	0	0	5	11	0	0	0	1	1	7	0	2	0	0	58	0	0	9	0	0	0	0
HML5_2p13.2	8	6	39	31	17	123	67	15	12	76	70	81	11	139	9	13	269	6	6	28	8	3	6	0
HML5_2p23.3	0	0	5	5	0	14	7	0	0	20	17	0	0	0	5	2	54	0	0	9	0	0	3	0
HML5_2q14.3	7	0	8	5	23	49	13	4	4	37	31	12	0	28	8	6	117	2	0	6	3	0	6	2
HML5_4p12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HML5_4q13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_6p12.1	0	7	9	0	2	10	1	3	2	30	20	1	7	2	4	0	46	0	0	1	9	1	10	0
HML5_6p12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_6q16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_7p12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_7q31.31	0	0	0	0	0	0	0	0	0	12	12	0	0	0	7	0	19	3	0	1	0	0	0	2
HML5_8p12	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0
HML5_8p23.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_8p23.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_8q11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_9p23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_9q31.1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HML5_Xp21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Xq11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Xq13.2	0	0	2	0	0	17	0	8	3	13	12	19	0	0	0	0	39	0	0	5	2	5	1	0
HML5_Xq21.33	0	2	3	3	69	151	15	9	2	1	1	17	41	56	1	0	10	0	0	7	0	7	0	0
HML5_Xq28b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yp11.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.223k	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.223n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.23b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_11p15.4	0	0	15	9	0	1	13	5	0	112	86	43	0	0	0	0	0	4	4	0	6	4	29	0
HML6_11q12.3a	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0
HML6_11q23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_12q24.12a	0	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0	9	2	2	2	0	0	2	0
HML6_12q24.12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_16p11.2	0	0	0	0	0	8	3	0	0	63	63	25	0	0	3	0	1	0	0	0	0	0	0	0
HML6_19p12e	0	0	0	0	3	19	2	14	0	12	12	11	0	0	0	0	14	0	0	0	0	14	0	0
HML6_19p13.2c	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0
HML6_19p13.2d	8	0	7	6	11	32	5	10	2	64	46	42	0	31	0	1	120	0	0	11	1	8	18	0
HML6_19q13.41a	0	4	4	0	0	0	1	1	1	0	0	0	0	0	0	0	65	0	0	5	4	0	0	0
HML6_19q13.41d	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
HML6_19q13.41f	0	4	2	0	0	18	5	2	2	20	19	8	0	0	4	0	66	0	0	2	2	0	1	0
HML6_19q13.43b	0	0	25	16	5	84	22	14	9	96	82	35	19	51	4	2	198	10	4	23	9	5	13	6
HML6_20p11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_2q14.3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_2q21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
HML6_3p21.31a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_4q13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_5p14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_6p21.32a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_6p22.2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0
HML6_Xq13.2	28	8	26	13	3	36	8	19	8	52	49	41	0	34	4	8	109	1	1	21	13	8	3	0
HML6_Yq11.222a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_10q23.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_11p15.2b	0	0	0	0	1	2	2	4	4	8	4	0	0	0	0	0	9	0	0	0	0	0	4	0
HUERSP1_11p15.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_11p15.2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HUERSP1_11p15.4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0
HUERSP1_11q12.3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0
HUERSP1_12q24.31a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_13q34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_15q11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_15q23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_15q23b	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	4	0	1	0	0
HUERSP1_15q25.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_15q26.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_18q23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_1p13.3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_1p21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_1p22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_1p36.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_1p36.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_1p36.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_21q11.2	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_2q13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_2q21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_2q31.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HUERSP1_3p21.31	0	2	0	0	0	10	3	2	2	5	5	0	0	0	0	0	13	0	0	0	0	0	0	0
HUERSP1_3p25.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_3p25.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_3p25.3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HUERSP1_3q22.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_3q26.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_3q27.1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	31	2	2	0	0	0	0	0
HUERSP1_4q21.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_4q23	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HUERSP1_5q14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_6q12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_6q16.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0
HUERSP1_6q24.3a	0	0	2	0	0	0	1	0	0	16	16	10	0	0	0	0	3	0	0	0	2	0	0	0
HUERSP1_9q22.33	0	0	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
HUERSP1_9q33.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_Xp11.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_Xp22.2	0	0	0	0	1	15	3	2	2	20	20	0	30	16	0	0	95	0	0	3	0	0	0	0
HUERSP1_Xq22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_Yq11.222a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_Yq11.222b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_10q21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_12q21.1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0
HUERSP2_12q23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_21q22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	0	0	0	1
HUERSP2_22q11.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_2q14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_2q24.2	0	0	0	0	0	27	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0
HUERSP2_3q11.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_4q26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_6q14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_6q16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_7p12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_7p21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_7q35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HUERSP2_Xq23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_Xq27.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP2_Yq11.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_10p11.21	5	1	57	24	98	870	3	60	29	93	87	215	49	74	24	7	1093	0	0	134	33	31	6	0
HUERSP3_11p13	13	8	32	25	23	16	13	6	5	37	41	47	116	224	1	0	129	1	0	9	7	1	2	1
HUERSP3_11p15.1	0	0	4	4	12	8	1	4	2	16	16	0	10	20	3	0	23	0	0	4	0	2	0	0
HUERSP3_11q12.2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0
HUERSP3_11q13.4	3	0	3	0	3	51	4	5	6	66	59	30	15	67	13	6	84	10	10	13	3	0	7	0
HUERSP3_12p11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_12p13.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_13q12.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_17q22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_19p12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_19p12d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_19q13.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_19q13.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_19q13.43	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0
HUERSP3_1p21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_1p36.13	0	0	0	0	1	28	1	2	0	15	15	0	0	0	5	0	21	0	0	2	0	2	0	0
HUERSP3_1q44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
HUERSP3_2p22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_2p23.1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_2q14.1	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	81	0	0	0	0	3	0	0
HUERSP3_2q14.2	0	0	0	0	0	11	0	0	0	8	8	5	0	20	0	0	0	0	0	0	0	0	0	0
HUERSP3_2q14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_2q24.2	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0
HUERSP3_2q34	0	0	3	3	0	0	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0
HUERSP3_3p12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_3q29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
HUERSP3_5q21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
HUERSP3_6p21.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_6q25.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
HUERSP3_7p12.3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
HUERSP3_7q11.21a	0	0	0	0	0	6	0	0	0	0	0	0	0	29	0	0	7	1	1	0	0	0	0	0
HUERSP3_8q11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_8q21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_Xq25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
HUERSP3_Yq11.222a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_Yq11.222b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_Yq11.223b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_Yq11.223g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_11p11.2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_11p12	0	0	0	0	0	3	0	0	0	20	19	12	6	0	6	0	1	3	2	0	0	0	2	1
HUERSP3B_11q24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_12q23.3a	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HUERSP3B_12q23.3b	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_13q31.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_15q14	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
HUERSP3B_16p11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_16p11.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_17p11.2	0	0	0	0	0	13	3	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0
HUERSP3B_18q21.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
HUERSP3B_1p34.2b	0	0	0	0	0	19	0	1	0	12	12	0	0	0	0	0	5	0	0	3	0	1	0	0
HUERSP3B_1p35.1	0	0	0	0	1	0	0	5	1	0	0	16	0	0	0	0	8	0	0	0	0	4	0	0
HUERSP3B_1q21.3	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	0	50	0	0	0	0	0	0	0
HUERSP3B_1q24.2	0	6	2	2	0	0	2	0	0	0	0	0	0	0	0	0	9	7	0	2	0	0	0	7
HUERSP3B_21q21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_21q22.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
HUERSP3B_2p24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_2q31.2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_2q35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_3q28a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_4p14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_4q24a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
HUERSP3B_4q28.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_5q31.3	2	0	0	0	0	0	1	0	0	18	19	9	0	0	0	0	47	1	1	2	0	0	0	0
HUERSP3B_6p22.3a	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
HUERSP3B_6p22.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
HUERSP3B_6q24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_8p12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_8q11.21	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
HUERSP3B_9p13.3a	0	0	7	7	1	4	4	1	1	3	0	0	0	0	0	0	46	0	0	10	0	0	3	0
HUERSP3B_9p21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HUERSP3B_Xq13.2b	13	43	109	67	61	515	73	126	52	593	502	165	49	128	10	55	2014	42	20	138	42	75	89	21
HUERSP3B_Xq22.1	0	0	1	0	0	6	5	0	0	14	7	12	0	0	0	0	10	0	0	1	1	0	7	0
HUERSP3B_Yq11.222b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_Yq11.222c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_12p13.31	0	0	3	2	0	4	2	5	1	0	0	14	0	24	0	0	8	1	0	0	0	4	0	1
LTR19_12q23.3	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LTR19_14q24.2	0	3	8	5	3	26	7	4	4	35	32	14	0	0	0	1	82	0	0	11	3	0	3	0
LTR19_17q12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_17q21.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_19p12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_19p13.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_19p13.2b	0	0	0	0	0	4	0	0	0	6	0	0	0	0	2	0	8	1	1	8	0	0	6	0
LTR19_19p13.2c	10	0	0	0	0	0	0	0	0	10	10	7	0	0	0	0	12	0	0	0	0	0	0	0
LTR19_20p13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_3p12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
LTR19_3q13.33a	0	0	1	0	3	31	7	3	3	8	8	0	0	40	7	0	101	0	0	14	1	0	0	0
LTR19_4q35.1	0	0	2	0	1	2	0	7	1	23	23	7	0	0	0	2	53	0	0	25	3	6	0	0
LTR19_5q34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_9p13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
